study_id	trait	study_locus_id	region	chromosome	position	gene_id	gene_symbol	l2g_score
GCST006612	LDL cholesterol	6d1d32f10ba25c1a102e3716691d3f78		9	2640759	ENSG00000147852	VLDLR	0.8589045405387878
GCST90018961	LDL cholesterol	1b14122b70e17f050b95a7c3672c8b65		19	44908822	ENSG00000130203	APOE	0.9571478962898254
GCST90018961	LDL cholesterol	1b14122b70e17f050b95a7c3672c8b65		19	44908822	ENSG00000130208	APOC1	0.09279631078243256
GCST90018961	LDL cholesterol	e95dc236080fb927d01fcc1fa70a2b1f		19	43792537	ENSG00000159871	LYPD5	0.11760768294334412
GCST90018961	LDL cholesterol	ed542694736af49029eecb85828da34e		6	16134016	ENSG00000007944	MYLIP	0.8598896861076355
GCST90018961	LDL cholesterol	e4b42b7b226213ae425a6c304679ebd0		7	36129593	ENSG00000122547	EEPD1	0.77170729637146
GCST90018961	LDL cholesterol	7f610e3c2b5ff77039f05937a4f70112		1	234717013	ENSG00000168264	IRF2BP2	0.24325203895568848
GCST90018961	LDL cholesterol	7f610e3c2b5ff77039f05937a4f70112		1	234717013	ENSG00000059588	TARBP1	0.09667062014341354
GCST90018961	LDL cholesterol	0dc2ef0a03d5f845fac41ed2feea991c		19	58150868	ENSG00000181894	ZNF329	0.17106910049915314
GCST90018961	LDL cholesterol	b85272a28722ee53fb65fd163a19ebda		10	69333636	ENSG00000156515	HK1	0.8126370310783386
GCST90018961	LDL cholesterol	b8ad40e287a2f51909224359263ad530		11	116786845	ENSG00000109917	ZPR1	0.8282073140144348
GCST90018961	LDL cholesterol	b8ad40e287a2f51909224359263ad530		11	116786845	ENSG00000110243	APOA5	0.22493593394756317
GCST90018961	LDL cholesterol	b8ad40e287a2f51909224359263ad530		11	116786845	ENSG00000137656	BUD13	0.12212096154689789
GCST90018961	LDL cholesterol	b8ad40e287a2f51909224359263ad530		11	116786845	ENSG00000110245	APOC3	0.05769653990864754
GCST90018961	LDL cholesterol	b3ef4d31c692443b1d2c3af348476a59		17	48654142	ENSG00000170689	HOXB9	0.060900427401065826
GCST90018961	LDL cholesterol	384c4ed80965873ac42b1246e7cb98d5		12	50256274	ENSG00000050405	LIMA1	0.22808393836021423
GCST90018961	LDL cholesterol	384c4ed80965873ac42b1246e7cb98d5		12	50256274	ENSG00000066084	DIP2B	0.13195887207984924
GCST90018961	LDL cholesterol	384c4ed80965873ac42b1246e7cb98d5		12	50256274	ENSG00000139624	CERS5	0.0619371272623539
GCST90018961	LDL cholesterol	66c8d96048d223030b80fceae3560661		19	44389907	ENSG00000267508	ZNF285	0.7747390866279602
GCST90018961	LDL cholesterol	a4351f12ff02c458abb99b54978bcc38		5	75360714	ENSG00000113161	HMGCR	0.9407422542572021
GCST90018961	LDL cholesterol	2bc224971060eebd51232bdbf94b5311		2	43842633	ENSG00000143921	ABCG8	0.8568040132522583
GCST90018961	LDL cholesterol	2bc224971060eebd51232bdbf94b5311		2	43842633	ENSG00000138075	ABCG5	0.4749718904495239
GCST90018961	LDL cholesterol	347a1b20452c61fb9c592badfad6cc20		8	143956732	ENSG00000261150	EPPK1	0.6672733426094055
GCST90018961	LDL cholesterol	347a1b20452c61fb9c592badfad6cc20		8	143956732	ENSG00000178209	PLEC	0.2667308747768402
GCST90018961	LDL cholesterol	347a1b20452c61fb9c592badfad6cc20		8	143956732	ENSG00000178719	GRINA	0.1143483817577362
GCST90018961	LDL cholesterol	347a1b20452c61fb9c592badfad6cc20		8	143956732	ENSG00000178685	PARP10	0.07205218076705933
GCST90018961	LDL cholesterol	bda0ce72442bb2d9ccb472f84707204e		5	75912184	ENSG00000122012	SV2C	0.43492579460144043
GCST90018961	LDL cholesterol	bda0ce72442bb2d9ccb472f84707204e		5	75912184	ENSG00000152359	POC5	0.24136453866958618
GCST90018961	LDL cholesterol	2be0f28cab74e2b56a09d8042e9bc7ac		2	44348910	ENSG00000138078	PREPL	0.7836100459098816
GCST90018961	LDL cholesterol	2be0f28cab74e2b56a09d8042e9bc7ac		2	44348910	ENSG00000143919	CAMKMT	0.11594130843877792
GCST90018961	LDL cholesterol	68cf5608a39c0976798392581e32f22f		1	56198088	ENSG00000162407	PLPP3	0.3502728044986725
GCST90018961	LDL cholesterol	68cf5608a39c0976798392581e32f22f		1	56198088	ENSG00000162409	PRKAA2	0.09773114323616028
GCST90018961	LDL cholesterol	b9f5538804a9de01fa2e41dc51fdcae5		16	72063928	ENSG00000261701	HPR	0.83510822057724
GCST90018961	LDL cholesterol	b9f5538804a9de01fa2e41dc51fdcae5		16	72063928	ENSG00000257017	HP	0.6645826697349548
GCST90018961	LDL cholesterol	22e20563d8861e24371cf107fcf3e539		16	72755705	ENSG00000140836	ZFHX3	0.6132568717002869
GCST90018961	LDL cholesterol	bf63f17c44cfa0212c53e71603f9b97e		2	120548864	ENSG00000163083	INHBB	0.8306087851524353
GCST90018961	LDL cholesterol	bf63f17c44cfa0212c53e71603f9b97e		2	120548864	ENSG00000074047	GLI2	0.5071225762367249
GCST90018961	LDL cholesterol	bf63f17c44cfa0212c53e71603f9b97e		2	120548864	ENSG00000144118	RALB	0.052790455520153046
GCST90018961	LDL cholesterol	c687682a2a3c0a4ee228c50f24e1d746		10	100233804	ENSG00000213341	CHUK	0.4753371775150299
GCST90018961	LDL cholesterol	c687682a2a3c0a4ee228c50f24e1d746		10	100233804	ENSG00000095485	CWF19L1	0.2551270127296448
GCST90018961	LDL cholesterol	c687682a2a3c0a4ee228c50f24e1d746		10	100233804	ENSG00000196072	BLOC1S2	0.07623039931058884
GCST90018961	LDL cholesterol	c687682a2a3c0a4ee228c50f24e1d746		10	100233804	ENSG00000107566	ERLIN1	0.07040553539991379
GCST90018961	LDL cholesterol	574715f7caad47855fab9b3d3f461fd7		1	62441924	ENSG00000132855	ANGPTL3	0.5097703337669373
GCST90018961	LDL cholesterol	574715f7caad47855fab9b3d3f461fd7		1	62441924	ENSG00000162607	USP1	0.5002323389053345
GCST90018961	LDL cholesterol	574715f7caad47855fab9b3d3f461fd7		1	62441924	ENSG00000116641	DOCK7	0.06596986204385757
GCST90018961	LDL cholesterol	01bb332ec702ee31243086470c009239		2	21041028	ENSG00000084674	APOB	0.9585221409797668
GCST90018961	LDL cholesterol	0ab97c0bd40b41db7fe008d21c862ff3		1	55587242	ENSG00000162402	USP24	0.46977290511131287
GCST90018961	LDL cholesterol	69853e7ad01555dcddc027a052f17a79		1	54538531	ENSG00000162390	ACOT11	0.8213890194892883
GCST90018961	LDL cholesterol	a00de9e05aefc287a40ae1e12a7fe10c		1	55039974	ENSG00000169174	PCSK9	0.9535644054412842
GCST90018961	LDL cholesterol	89b04294a983116189f1ab7db2ec404b		11	66474739	ENSG00000174516	PELI3	0.09417387843132019
GCST90018961	LDL cholesterol	89b04294a983116189f1ab7db2ec404b		11	66474739	ENSG00000254986	DPP3	0.0924418568611145
GCST90018961	LDL cholesterol	89b04294a983116189f1ab7db2ec404b		11	66474739	ENSG00000174165	ZDHHC24	0.054964516311883926
GCST90018961	LDL cholesterol	6cf5eb2a89d3c950c5aedb85c17c9d34		11	18617620	ENSG00000179119	SPTY2D1	0.596791684627533
GCST90018961	LDL cholesterol	6cf5eb2a89d3c950c5aedb85c17c9d34		11	18617620	ENSG00000247595	MISFA	0.0763837993144989
GCST90018961	LDL cholesterol	6cf5eb2a89d3c950c5aedb85c17c9d34		11	18617620	ENSG00000151116	UEVLD	0.07535945624113083
GCST90018961	LDL cholesterol	9419caf14e3cbbd49f9f40f97e2ed661		16	56956804	ENSG00000087237	CETP	0.8981325030326843
GCST90018961	LDL cholesterol	b4d52561af415f51c80ef89dfede96ed		10	122927140	ENSG00000119965	C10orf88	0.4793702960014343
GCST90018961	LDL cholesterol	b4d52561af415f51c80ef89dfede96ed		10	122927140	ENSG00000213185	FAM24B	0.2169683873653412
GCST90018961	LDL cholesterol	b4d52561af415f51c80ef89dfede96ed		10	122927140	ENSG00000203795	FAM24A	0.0915830135345459
GCST90018961	LDL cholesterol	bc75aae400a9f44d229733de67732cb1		5	156972028	ENSG00000145850	TIMD4	0.9441978931427002
GCST90018961	LDL cholesterol	3884758d9faaf274179a571683adbace		2	118087545	ENSG00000125629	INSIG2	0.6527026891708374
GCST90018961	LDL cholesterol	3884758d9faaf274179a571683adbace		2	118087545	ENSG00000125633	CCDC93	0.07850804924964905
GCST90018961	LDL cholesterol	b9619cbc0db9c76d60d91e4fa9c82135		7	21560189	ENSG00000105877	DNAH11	0.8845310807228088
GCST90018961	LDL cholesterol	b9619cbc0db9c76d60d91e4fa9c82135		7	21560189	ENSG00000164649	CDCA7L	0.05482611432671547
GCST90018961	LDL cholesterol	8a9fee840c78ce62872906f5d6437d2b		6	116003979	ENSG00000111816	FRK	0.8650142550468445
GCST90018961	LDL cholesterol	8a9fee840c78ce62872906f5d6437d2b		6	116003979	ENSG00000178425	NT5DC1	0.13519667088985443
GCST90018961	LDL cholesterol	8a9fee840c78ce62872906f5d6437d2b		6	116003979	ENSG00000123500	COL10A1	0.06679859012365341
GCST90018961	LDL cholesterol	6edd6c6d1d4da6f3128b9f406844fea3		4	80243569	ENSG00000138675	FGF5	0.9294308423995972
GCST90018961	LDL cholesterol	6edd6c6d1d4da6f3128b9f406844fea3		4	80243569	ENSG00000152784	PRDM8	0.07427991926670074
GCST90018961	LDL cholesterol	6edd6c6d1d4da6f3128b9f406844fea3		4	80243569	ENSG00000197826	CFAP299	0.06502867490053177
GCST90018961	LDL cholesterol	ee397365e6296259e78f781ea0a7e157		7	25952206	ENSG00000050344	NFE2L3	0.5309517979621887
GCST90018961	LDL cholesterol	ee397365e6296259e78f781ea0a7e157		7	25952206	ENSG00000122565	CBX3	0.08950866013765335
GCST90018961	LDL cholesterol	ee397365e6296259e78f781ea0a7e157		7	25952206	ENSG00000122566	HNRNPA2B1	0.06600290536880493
GCST90018961	LDL cholesterol	e163fef6d1bb8692e0b9e969c5b4c90d		19	45933306	ENSG00000176182	MYPOP	0.05778051167726517
GCST90018961	LDL cholesterol	e163fef6d1bb8692e0b9e969c5b4c90d		19	45933306	ENSG00000188425	NANOS2	0.05201997607946396
GCST90018961	LDL cholesterol	84acf3a6fa4fc111ea89339d0d430350		14	70346594	ENSG00000133983	COX16	0.29345282912254333
GCST90018961	LDL cholesterol	25fe9b2d4ef35fba8afff43e6c615a1d		3	142930002	ENSG00000188582	PAQR9	0.4721786081790924
GCST90018961	LDL cholesterol	25fe9b2d4ef35fba8afff43e6c615a1d		3	142930002	ENSG00000163710	PCOLCE2	0.33063867688179016
GCST90018961	LDL cholesterol	25fe9b2d4ef35fba8afff43e6c615a1d		3	142930002	ENSG00000163714	U2SURP	0.06884638220071793
GCST90018961	LDL cholesterol	0989980ade18b9268d3fe6f191f28819		19	45409992	ENSG00000117877	POLR1G	0.4356125295162201
GCST90018961	LDL cholesterol	0989980ade18b9268d3fe6f191f28819		19	45409992	ENSG00000104881	PPP1R13L	0.10628219693899155
GCST90018961	LDL cholesterol	c361ad0ce3591d0e26ec3464e72de7b6		2	108403926	ENSG00000135968	GCC2	0.3393058478832245
GCST90018961	LDL cholesterol	c361ad0ce3591d0e26ec3464e72de7b6		2	108403926	ENSG00000169756	LIMS1	0.32782280445098877
GCST90018961	LDL cholesterol	c361ad0ce3591d0e26ec3464e72de7b6		2	108403926	ENSG00000198075	SULT1C4	0.12812405824661255
GCST90018961	LDL cholesterol	c047e10b0e6b932588b54e966f0f2cd8		X	110458636	ENSG00000243978	RTL9	0.4881034791469574
GCST90018961	LDL cholesterol	c047e10b0e6b932588b54e966f0f2cd8		X	110458636	ENSG00000225366	CRIPTO3	0.1643015742301941
GCST90018961	LDL cholesterol	c047e10b0e6b932588b54e966f0f2cd8		X	110458636	ENSG00000101938	CHRDL1	0.15744496881961823
GCST90018961	LDL cholesterol	8b6b40aff8b298a9a87250efe0a2497c		12	120978847	ENSG00000135100	HNF1A	0.9067783951759338
GCST90018961	LDL cholesterol	8b6b40aff8b298a9a87250efe0a2497c		12	120978847	ENSG00000157895	C12orf43	0.05971914529800415
GCST90018961	LDL cholesterol	c967357f7e2ebffcb3d8b2121872c445		7	44544952	ENSG00000015520	NPC1L1	0.8426823019981384
GCST90018961	LDL cholesterol	c967357f7e2ebffcb3d8b2121872c445		7	44544952	ENSG00000158604	TMED4	0.08190088719129562
GCST90018961	LDL cholesterol	c967357f7e2ebffcb3d8b2121872c445		7	44544952	ENSG00000015676	NUDCD3	0.06167445331811905
GCST90018961	LDL cholesterol	b06d29ce6e486bc05c9da635a1b06c54		13	113844399	ENSG00000183087	GAS6	0.8633999228477478
GCST90018961	LDL cholesterol	66ce13936dafee86dae475701a5e0b75		12	8923911	ENSG00000111752	PHC1	0.808376133441925
GCST90018961	LDL cholesterol	66ce13936dafee86dae475701a5e0b75		12	8923911	ENSG00000003056	M6PR	0.1349787563085556
GCST90018961	LDL cholesterol	a034fa8e3125e6416e88d25089e5e4b5		6	42966762	ENSG00000124713	GNMT	0.7137904167175293
GCST90018961	LDL cholesterol	a034fa8e3125e6416e88d25089e5e4b5		6	42966762	ENSG00000124587	PEX6	0.3693740665912628
GCST90018961	LDL cholesterol	a034fa8e3125e6416e88d25089e5e4b5		6	42966762	ENSG00000124733	MEA1	0.08212242275476456
GCST90018961	LDL cholesterol	a034fa8e3125e6416e88d25089e5e4b5		6	42966762	ENSG00000112640	PPP2R5D	0.06928232312202454
GCST90018961	LDL cholesterol	e6906941d10d078cfc9502a7111b3622		8	73986906	ENSG00000175606	TMEM70	0.6887401342391968
GCST90018961	LDL cholesterol	e6906941d10d078cfc9502a7111b3622		8	73986906	ENSG00000154582	ELOC	0.5579248666763306
GCST90018961	LDL cholesterol	e6906941d10d078cfc9502a7111b3622		8	73986906	ENSG00000154589	LY96	0.4888642728328705
GCST90018961	LDL cholesterol	01028817e463271f3a5d4e4d95f79d32		3	12198431	ENSG00000157150	TIMP4	0.3875420391559601
GCST90018961	LDL cholesterol	01028817e463271f3a5d4e4d95f79d32		3	12198431	ENSG00000132170	PPARG	0.11465197056531906
GCST90018961	LDL cholesterol	01028817e463271f3a5d4e4d95f79d32		3	12198431	ENSG00000157152	SYN2	0.0541880764067173
GCST90018961	LDL cholesterol	5a40c7755df6daa6cdef8e2564259e74		2	19952767	ENSG00000118965	WDR35	0.7569476366043091
GCST90018961	LDL cholesterol	5a40c7755df6daa6cdef8e2564259e74		2	19952767	ENSG00000183891	TTC32	0.09212331473827362
GCST90018961	LDL cholesterol	0135b59916d5367187e7fae269af3335		12	124827879	ENSG00000073060	SCARB1	0.5998340249061584
GCST90018961	LDL cholesterol	114ac551a04ed6cc3f608bd288792481		14	94301859	ENSG00000140093	SERPINA10	0.08300469070672989
GCST90018961	LDL cholesterol	114ac551a04ed6cc3f608bd288792481		14	94301859	ENSG00000119698	PPP4R4	0.08267126977443695
GCST90018961	LDL cholesterol	6ad7ecc072d989404f57acf3007a8e78		20	35559863	ENSG00000125991	ERGIC3	0.765946090221405
GCST90018961	LDL cholesterol	6ad7ecc072d989404f57acf3007a8e78		20	35559863	ENSG00000125975	C20orf173	0.08377811312675476
GCST90018961	LDL cholesterol	6ad7ecc072d989404f57acf3007a8e78		20	35559863	ENSG00000214078	CPNE1	0.05639484152197838
GCST90018961	LDL cholesterol	5bdf553eaa73d382372c37e7c755609f		6	100173055	ENSG00000152034	MCHR2	0.5527064204216003
GCST90018961	LDL cholesterol	5bdf553eaa73d382372c37e7c755609f		6	100173055	ENSG00000112246	SIM1	0.09530762583017349
GCST90018961	LDL cholesterol	5bdf553eaa73d382372c37e7c755609f		6	100173055	ENSG00000112249	ASCC3	0.08881174027919769
GCST90018961	LDL cholesterol	44f481937a9b628ce734f3ae89e2c2e4		11	61820833	ENSG00000134824	FADS2	0.5480537414550781
GCST90018961	LDL cholesterol	44f481937a9b628ce734f3ae89e2c2e4		11	61820833	ENSG00000149485	FADS1	0.42166829109191895
GCST90018961	LDL cholesterol	44f481937a9b628ce734f3ae89e2c2e4		11	61820833	ENSG00000134825	TMEM258	0.20339009165763855
GCST90018961	LDL cholesterol	44f481937a9b628ce734f3ae89e2c2e4		11	61820833	ENSG00000124920	MYRF	0.11265481263399124
GCST90018961	LDL cholesterol	67abb5fe8a8a7c1315346318086448d6		18	49583585	ENSG00000101670	LIPG	0.9101004600524902
GCST90018961	LDL cholesterol	0045c49647b1b97a649cff53fd5d9250		17	66232877	ENSG00000091583	APOH	0.9735235571861267
GCST90018961	LDL cholesterol	6072dea095fca85139d79cbc6e4500b0		9	128704210	ENSG00000160447	PKN3	0.9675590395927429
GCST90018961	LDL cholesterol	6072dea095fca85139d79cbc6e4500b0		9	128704210	ENSG00000160446	ZDHHC12	0.05861280858516693
GCST90018961	LDL cholesterol	aac674cf4975566cd3613b12ec233b8b		6	160063289	ENSG00000197081	IGF2R	0.7153377532958984
GCST90018961	LDL cholesterol	aac674cf4975566cd3613b12ec233b8b		6	160063289	ENSG00000175003	SLC22A1	0.23920823633670807
GCST90018961	LDL cholesterol	debc97ab61e656fc17838bcbe08831b2		6	34635914	ENSG00000196821	ILRUN	0.6506367921829224
GCST90018961	LDL cholesterol	debc97ab61e656fc17838bcbe08831b2		6	34635914	ENSG00000124562	SNRPC	0.08930857479572296
GCST90018961	LDL cholesterol	debc97ab61e656fc17838bcbe08831b2		6	34635914	ENSG00000065060	BLTP3A	0.07480503618717194
GCST90018961	LDL cholesterol	b3d527c8e4ec5644e03277eb67d67a9e		6	160564494	ENSG00000198670	LPA	0.7740503549575806
GCST90018961	LDL cholesterol	b3d527c8e4ec5644e03277eb67d67a9e		6	160564494	ENSG00000122194	PLG	0.29008567333221436
GCST90018961	LDL cholesterol	3ac7b62304a1bc84e0d460d5b1d38c85		2	63021833	ENSG00000115504	EHBP1	0.35256919264793396
GCST90018961	LDL cholesterol	3ac7b62304a1bc84e0d460d5b1d38c85		2	63021833	ENSG00000115507	OTX1	0.32260891795158386
GCST90018961	LDL cholesterol	10221c1112ecfd7f9561129871752bba		11	103999913	ENSG00000170962	PDGFD	0.5022578239440918
GCST90018961	LDL cholesterol	10221c1112ecfd7f9561129871752bba		11	103999913	ENSG00000170967	DDI1	0.21488380432128906
GCST90018961	LDL cholesterol	084e97673cc04b9838f43b44d57bd8a0		17	69672727	ENSG00000108984	MAP2K6	0.35022538900375366
GCST90018961	LDL cholesterol	084e97673cc04b9838f43b44d57bd8a0		17	69672727	ENSG00000153822	KCNJ16	0.07507272064685822
GCST90018961	LDL cholesterol	da3c9e4808b3b31a88a73d27a1515a2b		3	120094435	ENSG00000082701	GSK3B	0.8623844981193542
GCST90018961	LDL cholesterol	17efe048a5f17fdfdc0e48345626cacf		17	69085137	ENSG00000154262	ABCA6	0.8971921801567078
GCST90018961	LDL cholesterol	6ff3373c24d1cfb5ddf72087243e2a2e		3	58412488	ENSG00000168291	PDHB	0.27174800634384155
GCST90018961	LDL cholesterol	6ff3373c24d1cfb5ddf72087243e2a2e		3	58412488	ENSG00000168297	PXK	0.23516319692134857
GCST90018961	LDL cholesterol	6ff3373c24d1cfb5ddf72087243e2a2e		3	58412488	ENSG00000163684	RPP14	0.0771603211760521
GCST90018961	LDL cholesterol	6ff3373c24d1cfb5ddf72087243e2a2e		3	58412488	ENSG00000255154	HTD2	0.0696190595626831
GCST90018961	LDL cholesterol	d702b0c81c299208d7279502a854db72		3	122566371	ENSG00000163840	DTX3L	0.8194785118103027
GCST90018961	LDL cholesterol	d702b0c81c299208d7279502a854db72		3	122566371	ENSG00000138496	PARP9	0.7905089259147644
GCST90018961	LDL cholesterol	d702b0c81c299208d7279502a854db72		3	122566371	ENSG00000173200	PARP15	0.06480620056390762
GCST90018961	LDL cholesterol	d702b0c81c299208d7279502a854db72		3	122566371	ENSG00000114030	KPNA1	0.061736997216939926
GCST90018961	LDL cholesterol	cc33e050109205e29cb8ce2979d919cf		1	10738432	ENSG00000130940	CASZ1	0.7648301124572754
GCST90018961	LDL cholesterol	5d6c34f1e397a8d817c7716dd56beddb		3	132498859	ENSG00000138246	DNAJC13	0.9120106101036072
GCST90018961	LDL cholesterol	66297133572a9ddcd8f313ff850c3a1d		19	20117044	ENSG00000213988	ZNF90	0.5610920786857605
GCST90018961	LDL cholesterol	66297133572a9ddcd8f313ff850c3a1d		19	20117044	ENSG00000256229	ZNF486	0.11813163757324219
GCST90018961	LDL cholesterol	d1d4f0d495a8f36c85709d58f9363021		1	26853597	ENSG00000204160	ZDHHC18	0.7682523131370544
GCST90018961	LDL cholesterol	d1d4f0d495a8f36c85709d58f9363021		1	26853597	ENSG00000175793	SFN	0.08375745266675949
GCST90018961	LDL cholesterol	8d9972c4ac4247be1465158ebb85c47d		4	68507689	ENSG00000087128	TMPRSS11E	0.8097089529037476
GCST90018961	LDL cholesterol	8d9972c4ac4247be1465158ebb85c47d		4	68507689	ENSG00000197888	UGT2B17	0.47686508297920227
GCST90018961	LDL cholesterol	873b68c6526a64675ee67bfa46fa7976		4	154568456	ENSG00000171564	FGB	0.935853898525238
GCST90018961	LDL cholesterol	873b68c6526a64675ee67bfa46fa7976		4	154568456	ENSG00000171560	FGA	0.13102959096431732
GCST90018961	LDL cholesterol	2915c98806c65736bdea2fb232d70947		11	126357828	ENSG00000110080	ST3GAL4	0.8683076500892639
GCST90018961	LDL cholesterol	703cc22d4c550458035cbb1fc9244049		7	2256917	ENSG00000106266	SNX8	0.9017691016197205
GCST90018961	LDL cholesterol	703cc22d4c550458035cbb1fc9244049		7	2256917	ENSG00000106268	NUDT1	0.081932432949543
GCST90018961	LDL cholesterol	24f380f9864f6bb62135c8ed028a052b		14	24402720	ENSG00000205978	NYNRIN	0.4361358880996704
GCST90018961	LDL cholesterol	59b625c3f8b752f5bff9435de5d0ef59		1	199025490	ENSG00000081237	PTPRC	0.3414119482040405
GCST90018961	LDL cholesterol	3c411c7f12c2b619ac74ffc1f2a4b7b4		5	123500112	ENSG00000151292	CSNK1G3	0.7158394455909729
GCST90018961	LDL cholesterol	3c411c7f12c2b619ac74ffc1f2a4b7b4		5	123500112	ENSG00000061455	PRDM6	0.06165001541376114
GCST90018961	LDL cholesterol	3c411c7f12c2b619ac74ffc1f2a4b7b4		5	123500112	ENSG00000168944	CEP120	0.058349233120679855
GCST90018961	LDL cholesterol	3c411c7f12c2b619ac74ffc1f2a4b7b4		5	123500112	ENSG00000064652	SNX24	0.05765634402632713
GCST90018961	LDL cholesterol	defb06890e276112f09fa974b4d1ed24		1	174947230	ENSG00000152061	RABGAP1L	0.25636276602745056
GCST90018961	LDL cholesterol	91eb0102bac98137e886f92077716dfd		7	98247392	ENSG00000205356	TECPR1	0.41890573501586914
GCST90018961	LDL cholesterol	91eb0102bac98137e886f92077716dfd		7	98247392	ENSG00000164713	BRI3	0.286288857460022
GCST90018961	LDL cholesterol	a7188f7ae7369016831704ab57d4e13f		12	514259	ENSG00000139044	B4GALNT3	0.7768388986587524
GCST90018961	LDL cholesterol	c024c9583064b316dde945283cb3d20b		22	40918008	ENSG00000196236	XPNPEP3	0.4987945556640625
GCST90018961	LDL cholesterol	c024c9583064b316dde945283cb3d20b		22	40918008	ENSG00000100387	RBX1	0.3052661120891571
GCST90018961	LDL cholesterol	c024c9583064b316dde945283cb3d20b		22	40918008	ENSG00000172404	DNAJB7	0.056875959038734436
GCST90018961	LDL cholesterol	58d00b9f265af55e9715d4cf82e680d2		5	52799190	ENSG00000152684	PELO	0.8918337821960449
GCST90018961	LDL cholesterol	58d00b9f265af55e9715d4cf82e680d2		5	52799190	ENSG00000213949	ITGA1	0.5435444712638855
GCST90018961	LDL cholesterol	3aadf360f2bbb025b90590e02a2cae08		16	11612244	ENSG00000189067	LITAF	0.7547717094421387
GCST90018961	LDL cholesterol	3aadf360f2bbb025b90590e02a2cae08		16	11612244	ENSG00000184602	SNN	0.057119131088256836
GCST90018961	LDL cholesterol	3aadf360f2bbb025b90590e02a2cae08		16	11612244	ENSG00000188897	ENSG00000188897	0.050627030432224274
GCST90018961	LDL cholesterol	edd861805f23115e142934ad9a52c1f6		8	54529239	ENSG00000164736	SOX17	0.2881567180156708
GCST90018961	LDL cholesterol	edd861805f23115e142934ad9a52c1f6		8	54529239	ENSG00000104237	RP1	0.05501478165388107
GCST90018961	LDL cholesterol	10d144083af59e763d334e0aea3ae0e9		10	112190660	ENSG00000119927	GPAM	0.8506403565406799
GCST90018961	LDL cholesterol	c8e503c98325c8382a11dba000448818		19	19283081	ENSG00000105705	SUGP1	0.2762681543827057
GCST90018961	LDL cholesterol	c8e503c98325c8382a11dba000448818		19	19283081	ENSG00000129933	MAU2	0.08870986849069595
GCST90018961	LDL cholesterol	c8e503c98325c8382a11dba000448818		19	19283081	ENSG00000213996	TM6SF2	0.07656840234994888
GCST90018961	LDL cholesterol	ebd17549f6ad06f0b77109b1da3f6d02		1	25469095	ENSG00000188672	RHCE	0.3098326325416565
GCST90018961	LDL cholesterol	ebd17549f6ad06f0b77109b1da3f6d02		1	25469095	ENSG00000204178	MACO1	0.22457799315452576
GCST90018961	LDL cholesterol	ebd17549f6ad06f0b77109b1da3f6d02		1	25469095	ENSG00000183726	TMEM50A	0.06695226579904556
GCST90018961	LDL cholesterol	89d5fc0d1918f15d45e078a52e242b2b		8	58480714	ENSG00000167910	CYP7A1	0.28222164511680603
GCST90018961	LDL cholesterol	89d5fc0d1918f15d45e078a52e242b2b		8	58480714	ENSG00000137575	SDCBP	0.09624645859003067
GCST90018961	LDL cholesterol	89d5fc0d1918f15d45e078a52e242b2b		8	58480714	ENSG00000215114	UBXN2B	0.08323050290346146
GCST90018961	LDL cholesterol	d4ebf073c38572e8eceb225cd04643fd		1	92531252	ENSG00000162676	GFI1	0.4035215675830841
GCST90018961	LDL cholesterol	d4ebf073c38572e8eceb225cd04643fd		1	92531252	ENSG00000067208	EVI5	0.22296668589115143
GCST90018961	LDL cholesterol	7f2d696c302e860640aceac13916404b		10	114038188	ENSG00000043591	ADRB1	0.8654581308364868
GCST90018961	LDL cholesterol	5475e547edaa7bcb5c7a26f0eefdd0c1		5	72553980	ENSG00000178175	ZNF366	0.6200599670410156
GCST90018961	LDL cholesterol	f46b3ba851ba0b961cb9a27a5ba78103		10	50814012	ENSG00000148584	A1CF	0.8788008093833923
GCST90018961	LDL cholesterol	21df6811ade367de1ecacb5b87505038		13	28029870	ENSG00000122025	FLT3	0.7250582575798035
GCST90018961	LDL cholesterol	21df6811ade367de1ecacb5b87505038		13	28029870	ENSG00000183463	URAD	0.1341627687215805
GCST90018961	LDL cholesterol	a1879f34abd683bd48d10569ec8a429c		9	136425617	ENSG00000148384	INPP5E	0.6620721817016602
GCST90018961	LDL cholesterol	a1879f34abd683bd48d10569ec8a429c		9	136425617	ENSG00000165688	PMPCA	0.4959630072116852
GCST90018961	LDL cholesterol	a1879f34abd683bd48d10569ec8a429c		9	136425617	ENSG00000165684	SNAPC4	0.3048888146877289
GCST90018961	LDL cholesterol	a1879f34abd683bd48d10569ec8a429c		9	136425617	ENSG00000165689	ENTR1	0.2603704333305359
GCST90018961	LDL cholesterol	a1879f34abd683bd48d10569ec8a429c		9	136425617	ENSG00000148396	SEC16A	0.07507990300655365
GCST90018961	LDL cholesterol	1bd6e9cdce4f81befdcb31813c00a63f		17	7166093	ENSG00000161955	TNFSF13	0.28436478972435
GCST90018961	LDL cholesterol	1bd6e9cdce4f81befdcb31813c00a63f		17	7166093	ENSG00000141505	ASGR1	0.05404283106327057
GCST90018961	LDL cholesterol	d74da1944eec8d9c69277409e3e7b149		19	15693940	ENSG00000186204	CYP4F12	0.7217981815338135
GCST90018961	LDL cholesterol	d74da1944eec8d9c69277409e3e7b149		19	15693940	ENSG00000171942	OR10H2	0.06669238954782486
