locus_id	chr	locus_pos	gene_ensembl	gene_symbol	gene_tss	distance	label	evidence_type	score_nearest	score_100kb	score_cs2g
crispr_19_43774607_43774646	19	43774626	ENSG00000124444	ZNF576	43596391	178235	0	CRISPRi	0.0143806037281882	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000167378	IRGQ	43596135	178491	0	CRISPRi	0.0143599785205911	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000234465	PINLYP	43576799	197827	0	CRISPRi	0.0129564130764975	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000073050	XRCC1	43575578	199048	0	CRISPRi	0.0128769362624145	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000204920	ZNF155	43984169	209543	0	CRISPRi	0.012231995600434	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000159882	ZNF230	44002924	228298	0	CRISPRi	0.0112271244556364	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000176472	ZNF575	43533187	241439	0	CRISPRi	0.0106160590047107	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000105755	ETHE1	43527256	247370	0	CRISPRi	0.0103615269619209	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000159885	ZNF222	44025341	250715	0	CRISPRi	0.0102232856542755	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000176531	PHLDB3	43504833	269793	0	CRISPRi	0.0095003643005306	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000178386	ZNF223	44052010	277384	0	CRISPRi	0.009240374519521	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000186026	ZNF284	44072143	297517	0	CRISPRi	0.0086150797131513	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000124466	LYPD3	43465679	308947	0	CRISPRi	0.0082963517682501	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000267680	ZNF224	44094328	319702	0	CRISPRi	0.008017257536205	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000256294	ZNF225	44113361	338735	0	CRISPRi	0.0075667814643183	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000263002	ZNF234	44141556	366930	0	CRISPRi	0.0069853495237452	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000131126	TEX101	43388610	386016	0	CRISPRi	0.0066399699653055	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000167380	ZNF226	44165061	390435	0	CRISPRi	0.006564818013957	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000204936	CD177	43353658	420968	0	CRISPRi	0.0060886699165433	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000122862	PRG1	43349055	425571	0	CRISPRi	0.0060228146731865	0.0	
crispr_19_43774607_43774646	19	43774626	ENSG00000131115	ZNF227	44212527	437901	0	CRISPRi	0.0058532303714012	0.0	1.0
crispr_19_43774607_43774646	19	43774626	ENSG00000159915	ZNF233	44259879	485253	0	CRISPRi	0.0052820611187076	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000104783	KCNN4	43781257	4243	1	CRISPRi	0.5069000042865587	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000105771	SMG9	43755036	30464	0	CRISPRi	0.0706149226388365	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000159871	LYPD5	43820656	35156	0	CRISPRi	0.0611907619589884	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000167637	ZNF283	43827320	41820	0	CRISPRi	0.0514402720688686	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000124449	IRGC	43716061	69439	0	CRISPRi	0.0309804668518455	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000176222	ZNF404	43880136	94636	0	CRISPRi	0.022731950697847	1.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000011422	PLAUR	43670346	115154	0	CRISPRi	0.0186816344769411	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000105767	CADM4	43639839	145661	0	CRISPRi	0.0147690105737402	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000124459	ZNF45	43935259	149759	0	CRISPRi	0.0143648745872873	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000131116	ZNF428	43619862	165638	0	CRISPRi	0.0129877843876874	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000159905	ZNF221	43951222	165722	0	CRISPRi	0.0129812012707479	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000226763	SRRM5	43612100	173400	0	CRISPRi	0.0124064083724554	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000124444	ZNF576	43596391	189109	0	CRISPRi	0.0113758321516162	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000167378	IRGQ	43596135	189365	0	CRISPRi	0.0113604533981398	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000204920	ZNF155	43984169	198669	0	CRISPRi	0.0108284271313844	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000234465	PINLYP	43576799	208701	0	CRISPRi	0.0103079204712564	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000073050	XRCC1	43575578	209922	0	CRISPRi	0.010247965292951	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000159882	ZNF230	44002924	217424	0	CRISPRi	0.0098943710161764	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000159885	ZNF222	44025341	239841	0	CRISPRi	0.0089695867203915	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000176472	ZNF575	43533187	252313	0	CRISPRi	0.0085262158191466	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000105755	ETHE1	43527256	258244	0	CRISPRi	0.0083303979484294	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000178386	ZNF223	44052010	266510	0	CRISPRi	0.0080720256131722	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000176531	PHLDB3	43504833	280667	0	CRISPRi	0.0076648695903777	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000186026	ZNF284	44072143	286643	0	CRISPRi	0.007505071162111	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000267680	ZNF224	44094328	308828	0	CRISPRi	0.006965937843247	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000124466	LYPD3	43465679	319821	0	CRISPRi	0.006726502924102	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000256294	ZNF225	44113361	327861	0	CRISPRi	0.0065615521719264	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000263002	ZNF234	44141556	356056	0	CRISPRi	0.0060419641186443	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000167380	ZNF226	44165061	379561	0	CRISPRi	0.0056678055711376	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000131126	TEX101	43388610	396890	0	CRISPRi	0.0054203386274623	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000131115	ZNF227	44212527	427027	0	CRISPRi	0.0050378045893762	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000204936	CD177	43353658	431842	0	CRISPRi	0.0049816336450797	0.0	1.0
crispr_19_43785250_43785750	19	43785500	ENSG00000122862	PRG1	43349055	436445	0	CRISPRi	0.0049290945917528	0.0	
crispr_19_43785250_43785750	19	43785500	ENSG00000159915	ZNF233	44259879	474379	0	CRISPRi	0.0045349374303135	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000130208	APOC1	44914246	4035	1	CRISPRi	0.3242546006881739	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000130203	APOE	44905748	4463	1	CRISPRi	0.2931656739196842	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000130204	TOMM40	44891219	18992	0	CRISPRi	0.0689038892422192	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000224916	APOC4-APOC2	44942237	32026	0	CRISPRi	0.0408621340861607	1.0	
crispr_19_44909661_44910762	19	44910211	ENSG00000267467	APOC4	44942237	32026	0	CRISPRi	0.0408621340861607	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000234906	APOC2	44945981	35770	0	CRISPRi	0.0365852665113491	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104853	CLPTM1	44955223	45012	0	CRISPRi	0.0290736358024897	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000130202	NECTIN2	44846135	64076	1	CRISPRi	0.020423733451589	1.0	
crispr_19_44909661_44910762	19	44910211	ENSG00000104856	RELB	45001448	91237	0	CRISPRi	0.0143437117032099	1.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000187244	BCAM	44809058	101153	0	CRISPRi	0.0129376155997535	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104859	CLASRP	45039039	128828	0	CRISPRi	0.0101583616140579	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000142273	CBLC	44777868	132343	0	CRISPRi	0.0098885598771192	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000069399	BCL3	44748720	161491	0	CRISPRi	0.0081037547889522	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000170684	ZNF296	45076588	166377	0	CRISPRi	0.0078657729289778	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000142252	GEMIN7	45079271	169060	0	CRISPRi	0.0077409430227992	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104866	PPP1R37	45093172	182961	0	CRISPRi	0.0071528053277591	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000213892	CEACAM16	44699150	211061	0	CRISPRi	0.0062005077578032	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000186567	CEACAM19	44671451	238760	0	CRISPRi	0.0054811781169348	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000179846	NKPD1	45160150	249939	0	CRISPRi	0.0052360229190104	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000073008	PVR	44643797	266414	0	CRISPRi	0.0049122292978153	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000007255	TRAPPC6A	45178243	268032	0	CRISPRi	0.0048825762811947	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000189114	BLOC1S3	45178744	268533	0	CRISPRi	0.0048734669292434	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000216588	IGSF23	44613629	296582	0	CRISPRi	0.0044125643357086	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000283632	EXOC3L2	45234211	324000	0	CRISPRi	0.0040391590407976	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000007047	MARK4	45251257	341046	0	CRISPRi	0.0038372762944036	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000273777	CEACAM20	44529525	380686	0	CRISPRi	0.0034377101618323	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000167384	ZNF180	44500523	409688	0	CRISPRi	0.0031943536887186	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104879	CKM	45322977	412766	0	CRISPRi	0.003170533420495	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104892	KLC3	45340739	430528	0	CRISPRi	0.0030397291898512	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104884	ERCC2	45370587	460376	0	CRISPRi	0.0028426519317374	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000278318	ZNF229	44448477	461734	0	CRISPRi	0.0028342914623701	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000104881	PPP1R13L	45405054	494843	0	CRISPRi	0.0026446548172302	0.0	1.0
crispr_19_44909661_44910762	19	44910211	ENSG00000117877	CD3EAP	45406208	495997	0	CRISPRi	0.0026385017043969	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000105355	PLIN3	4867768	2542	1	CRISPRi	0.7319482178845459	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000205784	ARRDC5	4902867	32557	0	CRISPRi	0.0571701062129246	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000127666	TICAM1	4831742	38568	0	CRISPRi	0.0482601135129352	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000276043	UHRF1	4910366	40056	0	CRISPRi	0.0464673919185261	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000141965	FEM1A	4791715	78595	0	CRISPRi	0.0236824306336251	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000127663	KDM4B	4969112	98802	0	CRISPRi	0.0188389453567239	1.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000142002	DPP9	4723843	146467	0	CRISPRi	0.0127081978185023	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000074842	MYDGF	4670403	199907	0	CRISPRi	0.0093110046525421	0.0	
crispr_19_4870060_4870560	19	4870310	ENSG00000185361	TNFAIP8L1	4639514	230796	0	CRISPRi	0.0080648549074745	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000167680	SEMA6B	4559759	310551	0	CRISPRi	0.0059936639212769	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000171236	LRG1	4540024	330286	0	CRISPRi	0.0056355361188311	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000214456	PLIN5	4535196	335114	0	CRISPRi	0.0055543449803213	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000167676	PLIN4	4517704	352606	0	CRISPRi	0.0052788070517045	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000167674	HDGFRP2	4472195	398115	0	CRISPRi	0.0046753818436847	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000167671	UBXN6	4457794	412516	0	CRISPRi	0.0045121639061672	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000167670	CHAF1A	4402662	467648	0	CRISPRi	0.0039802166113482	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000141985	SH3GL1	4400568	469742	0	CRISPRi	0.0039624737741284	0.0	1.0
crispr_19_4870060_4870560	19	4870310	ENSG00000105426	PTPRS	5340803	470493	0	CRISPRi	0.003956148894737	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000176909	MAMSTR	48716957	3821	0	CRISPRi	0.382581494875678	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105538	RASIP1	48740713	19935	0	CRISPRi	0.0733460309698455	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000176920	FUT2	48695970	24808	0	CRISPRi	0.0589393556134806	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000182264	IZUMO1	48746909	26131	0	CRISPRi	0.0559553984928379	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000174951	FUT1	48755390	34612	1	CRISPRi	0.0422450083325583	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105550	FGF21	48755558	34780	0	CRISPRi	0.0420409555048687	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000142233	NTN5	48673081	47697	0	CRISPRi	0.0306559284124038	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000063180	CA11	48646312	74466	0	CRISPRi	0.0196358987660956	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105516	DBP	48637550	83228	0	CRISPRi	0.0175687137105436	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105552	BCAT2	48811063	90285	0	CRISPRi	0.0161954951311924	1.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000063177	RPL18	48619418	101360	0	CRISPRi	0.0144259278560278	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000063176	SPHK2	48619290	101488	0	CRISPRi	0.0144077335811254	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105523	FAM83E	48613437	107341	0	CRISPRi	0.0136221280897956	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000177202	SPACA4	48606742	114036	0	CRISPRi	0.0128223863606973	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000087076	HSD17B14	48836677	115899	0	CRISPRi	0.0126162767335189	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000088002	SULT2B1	48575735	145043	0	CRISPRi	0.0100812613649295	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105559	PLEKHA4	48868627	147849	0	CRISPRi	0.0098899321840706	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000087074	PPP1R15A	48872391	151613	0	CRISPRi	0.0096444027162058	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104804	TULP2	48898739	177961	0	CRISPRi	0.0082165095549321	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104805	NUCB1	48900049	179271	0	CRISPRi	0.0081564687927553	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000142235	LMTK3	48513189	207589	0	CRISPRi	0.007043819420082	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104808	DHDH	48933681	212903	0	CRISPRi	0.0068680084611601	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000087088	BAX	48954859	234081	0	CRISPRi	0.0062466420887331	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000087086	FTL	48965308	244530	0	CRISPRi	0.0059797182092039	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105443	CYTH2	48469207	251571	0	CRISPRi	0.0058123577878891	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000182324	KCNJ14	48455706	265072	0	CRISPRi	0.0055163161597553	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104812	GYS1	48993353	272575	0	CRISPRi	0.0053644725633028	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000183207	RUVBL2	48993447	272669	0	CRISPRi	0.0053626232200639	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105447	GRWD1	48445772	275006	0	CRISPRi	0.0053170518329164	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104826	LHB	49017090	296312	0	CRISPRi	0.0049347361520245	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104827	CGB3	49024375	303597	0	CRISPRi	0.0048163244600255	0.0	
crispr_19_48720508_48721048	19	48720778	ENSG00000104818	CGB2	49031872	311094	0	CRISPRi	0.0047002570707174	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000267631	CGB1	49036934	316156	0	CRISPRi	0.004625001102031	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000189052	CGB5	49043844	323066	0	CRISPRi	0.0045260780996351	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105464	GRIN2D	48394874	325904	0	CRISPRi	0.004486664744066	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000213030	CGB8	49049111	328333	0	CRISPRi	0.0044534726023343	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105438	KDELR1	48391553	329225	0	CRISPRi	0.0044414064302784	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000196337	CGB7	49055740	334962	0	CRISPRi	0.004365337286252	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000225950	NTF4	49063867	343089	0	CRISPRi	0.0042619326515341	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104848	KCNA7	49072941	352163	0	CRISPRi	0.0041521179717825	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105467	SYNGR4	48364393	356385	0	CRISPRi	0.0041029290528102	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000161558	TMEM143	48364237	356541	0	CRISPRi	0.0041011338731898	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104852	SNRNP70	49085139	364361	0	CRISPRi	0.0040131146316433	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000104863	LIN7B	49114360	393582	0	CRISPRi	0.0037151667460607	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000142227	EMP3	48325371	395407	0	CRISPRi	0.0036980194467862	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000221916	C19orf73	49119140	398362	0	CRISPRi	0.0036705880651939	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000177380	PPFIA3	49119388	398610	0	CRISPRi	0.0036683043704635	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105479	CCDC114	48320075	400703	0	CRISPRi	0.0036491436906415	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000130528	HRC	49155424	434646	0	CRISPRi	0.0033641701735312	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000130529	TRPM4	49157740	436962	0	CRISPRi	0.0033463393317393	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000178150	ZNF114	48270098	450680	0	CRISPRi	0.0032444821801115	0.0	1.0
crispr_19_48720508_48721048	19	48720778	ENSG00000105483	CARD8	48249847	470931	0	CRISPRi	0.0031049630804762	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105550	FGF21	48755558	25550	0	CRISPRi	0.0956959276086274	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000174951	FUT1	48755390	25718	1	CRISPRi	0.0950708288163629	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105552	BCAT2	48811063	29955	0	CRISPRi	0.0816239366513566	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000182264	IZUMO1	48746909	34199	0	CRISPRi	0.0714949311791824	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105538	RASIP1	48740713	40395	0	CRISPRi	0.0605289297536399	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000087076	HSD17B14	48836677	55569	0	CRISPRi	0.0440008394156566	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000176909	MAMSTR	48716957	64151	0	CRISPRi	0.038114581717297	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000176920	FUT2	48695970	85138	0	CRISPRi	0.0287192314489016	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105559	PLEKHA4	48868627	87519	0	CRISPRi	0.0279379187194702	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000087074	PPP1R15A	48872391	91283	0	CRISPRi	0.0267859279427724	1.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000142233	NTN5	48673081	108027	0	CRISPRi	0.0226341934158555	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104804	TULP2	48898739	117631	0	CRISPRi	0.0207862371321412	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104805	NUCB1	48900049	118941	0	CRISPRi	0.0205573022677274	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000063180	CA11	48646312	134796	0	CRISPRi	0.0181393254028505	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105516	DBP	48637550	143558	0	CRISPRi	0.017032207289881	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104808	DHDH	48933681	152573	0	CRISPRi	0.0160258408793637	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000063177	RPL18	48619418	161690	0	CRISPRi	0.015122218591808	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000063176	SPHK2	48619290	161818	0	CRISPRi	0.0151102568074703	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105523	FAM83E	48613437	167671	0	CRISPRi	0.0145827964497831	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000087088	BAX	48954859	173751	0	CRISPRi	0.0140725093600536	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000177202	SPACA4	48606742	174366	0	CRISPRi	0.0140228750068994	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000087086	FTL	48965308	184200	0	CRISPRi	0.0132742311188757	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000088002	SULT2B1	48575735	205373	0	CRISPRi	0.0119057263642332	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104812	GYS1	48993353	212245	0	CRISPRi	0.0115202484208326	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000183207	RUVBL2	48993447	212339	0	CRISPRi	0.0115151485651692	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104826	LHB	49017090	235982	0	CRISPRi	0.0103614525043246	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104827	CGB3	49024375	243267	0	CRISPRi	0.0100511643386225	0.0	
crispr_19_48780788_48781428	19	48781108	ENSG00000104818	CGB2	49031872	250764	0	CRISPRi	0.0097506695365303	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000267631	CGB1	49036934	255826	0	CRISPRi	0.0095577349002569	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000189052	CGB5	49043844	262736	0	CRISPRi	0.0093063658575991	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000142235	LMTK3	48513189	267919	0	CRISPRi	0.0091263311672441	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000213030	CGB8	49049111	268003	0	CRISPRi	0.0091234707180789	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000196337	CGB7	49055740	274632	0	CRISPRi	0.0089032514167199	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000225950	NTF4	49063867	282759	0	CRISPRi	0.0086473569328336	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104848	KCNA7	49072941	291833	0	CRISPRi	0.0083784845025872	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104852	SNRNP70	49085139	304031	0	CRISPRi	0.0080423331962689	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105443	CYTH2	48469207	311901	0	CRISPRi	0.0078394067570199	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000182324	KCNJ14	48455706	325402	0	CRISPRi	0.0075141490592528	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000104863	LIN7B	49114360	333252	0	CRISPRi	0.0073371481916983	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105447	GRWD1	48445772	335336	0	CRISPRi	0.0072915504293532	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000221916	C19orf73	49119140	338032	0	CRISPRi	0.0072333962847652	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000177380	PPFIA3	49119388	338280	0	CRISPRi	0.0072280933493989	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000130528	HRC	49155424	374316	0	CRISPRi	0.0065322351010721	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000130529	TRPM4	49157740	376632	0	CRISPRi	0.0064920669360572	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105464	GRIN2D	48394874	386234	0	CRISPRi	0.0063306708256062	0.0	1.0
crispr_19_48780788_48781428	19	48781108	ENSG00000105438	KDELR1	48391553	389555	0	CRISPRi	0.0062767012864082	0.0	1.0
