chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	measuredGeneEnsemblId	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	distanceToTSS	measuredGeneUbiquitousExpressed	elementChromatinCategory	H3K27ac_peak_overlap	H3K27ac.RPM	H3K27ac.percentile	H3K27ac.RPM.expandedRegion	H3K27ac.expandedRegion.percentile	DHS.RPM	DHS.percentile	CTCF_peak_overlap	CTCF.RPM	H3K27me3_peak_overlap	H3K27me3.RPM	H3K4me1_peak_overlap	H3K4me1.RPM	direct_vs_indirect_negative	direct_rate_negative	indirect_rate_negative	imputed_indirect_rate
chr17	44326738	44327238	SLC25A39|chr17:42404106-42404606:.	-0.101209516792114	chr17	44324869	44324870	SLC25A39	ENSG00000013306	True	0.0126312698210217	0.4	0.65	0.75	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2117	False	H3K27ac	1	0.675247	0.641570161629701	1.19167	0.69955111519818	15.13017	0.985208622328902	0	0.541595	0	0.164484	0	0.625201	0.999653429472898	1.0	0.0003466906798739	False
chr17	44288325	44288825	UBTF|chr17:42365693-42366193:.	-0.0693250885546928	chr17	44221625	44221626	UBTF	ENSG00000108312	True	0.0069352632319663	0.3	0.55	0.75	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	68901	True	High H3K27ac	1	9.890959	0.970136691656666	13.583862	0.969146963013763	28.196226	0.997397091600555	0	0.758233	0	0.091249	1	1.716476	0.983262012958771	0.02036611540726	0.0003466906798739	False
chr17	48521699	48522551	ATP5G1|chr17:46599061-46599913:.	-0.0835094495111651	chr17	48892765	48892766	ATP5G1	ENSG00000159199	True	0.0461545389918014	0.75	0.9	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	370659	False	High H3K27ac	1	10.456899	0.972536978444178	12.51671	0.964813977773968	14.700865	0.984429308436852	0	1.408146	0	0.281665	1	3.128996	0.853109552894903	0.0020135082759225	0.0003466906798739	False
chr17	50153521	50154769	PPP1R9B|chr17:48230882-48232130:.	-0.0477184129970374	chr17	50150629	50150630	PPP1R9B	ENSG00000108819	True	8.4425548514002e-06	0.1	0.25	0.4	0.8	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	3627	False	High H3K27ac	1	9.357873	0.967455851868015	11.935087	0.962234448791284	16.714509	0.98818560139653	0	1.08319	0	0.418774	1	8.10862	0.999653429472898	1.0	0.0003466906798739	False
chr17	55737819	55738706	PCTP|chr17:53815180-53816067:.	-0.0683921872622758	chr17	55750979	55750980	PCTP	ENSG00000141179	True	0.006164132645427	0.35	0.55	0.75	0.8	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	12715	True	High H3K27ac	1	18.809371	0.990733957823532	20.943203	0.985668417525211	15.241563	0.985387864524073	0	0.866552	0	0.207924	1	1.994997	0.998336548235451	0.208069740299691	0.0003466906798739	False
chr17	57851171	57852134	MRPS23|chr17:55928532-55929495:.	-0.0802733142134828	chr17	57850055	57850056	MRPS23	ENSG00000181610	True	0.0097774033650244	0.75	0.9	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	1579	True	High H3K27ac	1	4.289228	0.915537960379682	5.438006	0.906482332954067	4.64717	0.903879424554622	0	0.433276	0	0.290165	1	4.006265	0.999653429472898	1.0	0.0003466906798739	False
chr17	64023910	64024664	ICAM2|chr17:62101270-62102024:.	-0.13336642210807	chr17	64020633	64020634	ICAM2	ENSG00000108622	True	3.0563899238661003e-10	0.55	0.65	0.8	0.9	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	3652	False	High H3K27ac	1	18.872847	0.99085085490734	24.874088	0.990219610654779	8.755421	0.960356302311445	0	0.433276	0	0.478203	1	5.240035	0.999653429472898	1.0	0.0003466906798739	False
chr17	64025648	64026148	ICAM2|chr17:62103008-62103508:.	-0.0977991844237168	chr17	64020633	64020634	ICAM2	ENSG00000108622	True	9.15000860474471e-06	0.45	0.7	0.9	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5263	False	High H3K27ac	1	4.37011	0.917042036191337	6.243889	0.917883695194751	8.77247	0.960465406256332	1	30.654266	0	0.302099	1	1.955719	0.99950490632245	0.69990600006172	0.0003466906798739	False
chr17	78258528	78259028	SOCS3|chr17:76254609-76255109:.	-0.0421778921869878	chr17	78360076	78360077	SOCS3	ENSG00000184557	True	0.0001322837438145	0.05	0.1	0.25	0.4	0.9	True	K562	Gasperini et al., 2019	True	Gasperini2019	101300	False	High H3K27ac	1	3.966679	0.908492962795555	9.27405	0.947318380897458	8.652132	0.959545815863714	0	0.541595	0	0.070933	1	0.963164	0.971891058032776	0.0119871310725843	0.0003466906798739	False
chr17	80254696	80255316	RNF213|chr17:78228495-78229115:.	-0.0782764496832104	chr17	80260866	80260867	RNF213	ENSG00000173821	True	1.0482592699544e-06	0.3	0.55	0.95	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5853	False	High H3K27ac	1	25.095408	0.995121495035771	35.903281	0.99590860206674	9.06324	0.962452656681058	0	0.324957	0	0.235728	1	4.345654	0.999427053354767	0.604754469713784	0.0003466906798739	False
chr18	9868423	9870282	VAPA|chr18:9868420-9870279:.	-0.0865074123972711	chr18	9914002	9914003	VAPA	ENSG00000101558	True	0.0001906033717422	0.75	0.95	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	44604	True	High H3K27ac	1	39.548154	0.998620614411072	49.162397	0.99842578593806	21.729643	0.994038248725822	0	1.733103	0	0.820309	1	13.168883	0.990725912633768	0.0370360367177855	0.0003466906798739	False
chr18	9876828	9877738	RAB31|chr18:9876825-9877735:.	-0.0516328213313916	chr18	9708165	9708166	RAB31	ENSG00000168461	True	9.1421359058462e-06	0.0	0.25	0.4	0.55	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	169052	False	High H3K27ac	1	37.503553	0.998355647687776	52.983265	0.998698545800277	33.315117	0.998495924188344	0	0.866552	0	0.262673	1	3.301571	0.94474042037163	0.0059271659474382	0.0003466906798739	False
chr18	11946724	11947668	IMPA2|chr18:11946723-11947667:.	-0.0455921957681289	chr18	11981025	11981026	IMPA2	ENSG00000141401	True	0.0001381375570292	0.15	0.3	0.5	0.75	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	34230	False	High H3K27ac	1	6.586785	0.947552175065073	8.730419	0.943242569242039	23.262263	0.995059149924407	0	1.191509	0	0.205545	1	2.082269	0.993537583419985	0.0533005286816957	0.0003466906798739	False
chr18	11951417	11952091	IMPA2|chr18:11951416-11952090:.	-0.0415328217466564	chr18	11981025	11981026	IMPA2	ENSG00000141401	True	0.0013477610419398	0.15	0.25	0.6	0.75	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	29672	False	H3K27ac	1	1.789956	0.822573606197104	3.056627	0.847628547826494	6.512136	0.93868358297355	0	1.08319	0	0.153487	1	2.779672	0.9946844462122	0.064875239849663	0.0003466906798739	False
chr18	50425136	50425636	SKA1|chr18:47951506-47952006:.	-0.0853065625831634	chr18	50374995	50374996	SKA1	ENSG00000154839	True	1.61193448902877e-06	0.3	0.55	0.55	0.7	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	50364	False	High H3K27ac	1	4.883593	0.925824903754734	8.80836	0.943858227216758	9.705291	0.966395984974828	0	0.324957	0	0.139487	1	0.918779	0.989058457408034	0.0313390315992212	0.0003466906798739	False
chr18	74479914	74480817	FAM69C|chr18:72147149-72148052:.	-0.0232879480801953	chr18	74457943	74457944	FAM69C	ENSG00000187773	True	0.0034854439299882	0.0	0.05	0.05	0.1	0.25	True	K562	Gasperini et al., 2019	True	Gasperini2019	23096	False	H3K27ac	1	3.862509	0.90636543587026	4.897315	0.897317601583566	3.527125	0.864578624978569	0	0.758233	0	0.197045	1	2.832331	0.996227910072199	0.0915627511705981	0.0003466906798739	False
chr19	555793	556394	BSG|chr19:555793-556394:.	-0.229334943067899	chr19	571277	571278	BSG	ENSG00000172270	True	5.79315497501494e-27	0.75	0.85	0.95	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	16359	False	High H3K27ac	1	3.532119	0.8981670537259	7.661542	0.934233700649948	28.090483	0.997350332767032	1	4.224439	0	0.097995	1	0.823656	0.997649188437076	0.147130327615356	0.0003466906798739	False
chr19	2059459	2060334	DAZAP1|chr19:2059458-2060333:.	-0.0572453183312126	chr19	1407569	1407570	DAZAP1	ENSG00000071626	True	0.0308090229092329	0.8	1.0	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	652327	False	High H3K27ac	1	46.767025	0.999150547857666	58.38176	0.999018064496018	11.469846	0.974609953397029	0	0.758233	0	0.231166	1	2.609755	0.727470856585032	0.0009254326443682	0.0003466906798739	False
chr19	3133302	3133802	TIMM13|chr19:3133300-3133800:.	-0.10529075844419	chr19	2427893	2427894	TIMM13	ENSG00000099800	True	0.0082422875355565	0.3	0.5	0.6	0.8	0.95	True	K562	Gasperini et al., 2019	True	Gasperini2019	705635	True	High H3K27ac	1	4.255158	0.914961268099565	6.764232	0.924484483860409	2.079227	0.759947941832011	0	0.433276	0	0.114491	1	1.627953	0.705535865545464	0.0008306706327903	0.0003466906798739	False
chr19	2059459	2060334	MBD3|chr19:2059458-2060333:.	-0.0519681488857526	chr19	1592800	1592801	MBD3	ENSG00000071655	True	0.000645843850625	0.3	0.6	0.85	0.9	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	467134	False	High H3K27ac	1	46.767025	0.999150547857666	58.38176	0.999018064496018	11.469846	0.974609953397029	0	0.758233	0	0.231166	1	2.609755	0.808619021795124	0.0014648304186481	0.0003466906798739	False
chr19	2059459	2060334	MKNK2|chr19:2059458-2060333:.	-0.0659870975797764	chr19	2051243	2051244	MKNK2	ENSG00000099875	True	0.0005605111532587	0.25	0.8	0.95	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	8651	False	High H3K27ac	1	46.767025	0.999150547857666	58.38176	0.999018064496018	11.469846	0.974609953397029	0	0.758233	0	0.231166	1	2.609755	0.999019836542569	0.353360313234097	0.0003466906798739	False
chr19	4870060	4870560	PLIN3|chr19:4870072-4870572:.	-0.0974215595538682	chr19	4867767	4867768	PLIN3	ENSG00000105355	True	5.68432007719651e-05	0.2	0.45	0.7	0.85	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2541	True	H3K27ac	1	3.135549	0.886843622874421	3.810796	0.872932869901339	9.721765	0.966473916364033	0	1.624784	0	0.123616	1	1.35257	0.999653429472898	1.0	0.0003466906798739	False
chr19	6674793	6675293	NRTN|chr19:6674804-6675304:.	-0.0084324780252157	chr19	5823802	5823803	NRTN	ENSG00000171119	True	0.0009798405261884	0.0	0.0	0.05	0.05	0.15	True	K562	Gasperini et al., 2019	True	Gasperini2019	851241	False	H3K27ac	1	2.587016	0.867010084321763	3.501969	0.863503171807541	7.01858	0.944840162720741	1	4.332758	0	0.240603	1	3.147634	0.649264859186375	0.000641777937983	0.0003466906798739	False
chr19	8033154	8033923	HNRNPM|chr19:8098038-8098807:.	-0.0627294321477411	chr19	8444767	8444768	HNRNPM	ENSG00000099783	True	0.0035292639654105	0.7	0.95	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	411379	False	High H3K27ac	1	23.342463	0.994365560560482	24.694917	0.99006374787637	13.092264	0.980174254586262	0	0.866552	0	0.054749	1	1.374769	0.834222882079343	0.0017446153111004	0.0003466906798739	False
chr19	8033154	8033923	ELAVL1|chr19:8098038-8098807:.	-0.0653524353517153	chr19	8005658	8005659	ELAVL1	ENSG00000066044	True	0.0369882724191647	0.75	0.95	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	27892	False	High H3K27ac	1	23.342463	0.994365560560482	24.694917	0.99006374787637	13.092264	0.980174254586262	0	0.866552	0	0.054749	1	1.374769	0.99511586051132	0.0706362697121213	0.0003466906798739	False
chr19	10299410	10300270	ICAM3|chr19:10410086-10410946:.	-0.0937525313807346	chr19	10339822	10339823	ICAM3	ENSG00000076662	True	0.0001393301039998	0.35	0.6	0.85	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	39993	False	High H3K27ac	1	25.339035	0.995215012702816	29.4763	0.993453763306785	21.190093	0.993555074112751	1	1.516465	0	0.393777	1	3.338304	0.992007908517911	0.0430325274698288	0.0003466906798739	False
chr19	12671911	12672491	DHPS|chr19:12782725-12783305:*	-0.177108955	chr19	12681901	12681902	DHPS	ENSG00000095059	True	0.00168175524995	0.0	0.0	0.0	0.999501164354	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	9685	True	CTCF element	0	0.316668	0.41298181081376	0.316668	0.295188516030487	3.914541	0.880312972459047	1	14.189784	0	0.12155	0	0.377338	0.991668766495584	0.302541692296186	0.0025417211557928	True
chr19	12777511	12778031	PRDX2|chr19:12888325-12888845:*	-0.092657423	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	3.4450060902299996e-14	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	24138	False	H3K27ac	1	2.45442	0.859957293598716	3.092657	0.848633862747237	5.157642	0.915919824186786	1	11.265172	0	0.082124	0	1.272751	0.971348976070415	0.0861713790126216	0.0025417211557928	True
chr19	12779131	12779731	PRDX2|chr19:12889945-12890545:*	-0.075260441	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	3.19960530338e-09	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	22478	False	H3K27ac	1	3.015695	0.882845742608208	5.036536	0.899811406038124	3.907115	0.880055798874671	1	3.032931	0	0.348465	1	2.924564	0.97395356816783	0.0950425150332754	0.0025417211557928	True
chr19	12782291	12783171	PRDX2|chr19:12893105-12893985:*	-0.080993175	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	3.17959736805e-20	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	19178	False	High H3K27ac	1	8.329928	0.961361617232189	10.559345	0.955064760984429	9.824529	0.967066194921991	1	1.624784	0	0.158049	1	1.956115	0.978955234988995	0.118235163473887	0.0025417211557928	True
chr19	12784451	12784971	PRDX2|chr19:12895265-12895785:*	-0.073159699	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	5.42603452138e-05	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	17198	False	High H3K27ac	1	14.325525	0.983727925934008	23.007408	0.988372636730622	8.195736	0.956085662183014	0	0.541595	0	0.485886	1	5.807879	0.981830866324775	0.137350537948381	0.0025417211557928	True
chr19	12825131	12825931	PRDX2|chr19:12935945-12936745:*	-0.030001449	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	0.0162966344305	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	23620	False	H3K27ac	1	2.463242	0.861204195825995	2.742899	0.834754282329837	3.524457	0.864438348478	1	4.874353	0	0.176299	1	1.782601	0.972167682182395	0.0887809337682315	0.0025417211557928	True
chr19	12885011	12885511	PRDX2|chr19:12995825-12996325:*	-0.075451034	chr19	12801858	12801859	PRDX2	ENSG00000167815	True	3.72562023181e-10	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	83350	False	High H3K27ac	1	6.465952	0.94624292772643	13.732884	0.969630137626833	28.980686	0.997669851462772	0	3.357888	0	0.022812	1	0.371968	0.860472007851094	0.015674846836387	0.0025417211557928	True
chr19	12882571	12883071	DNASE2|chr19:12993385-12993885:*	-0.22037813	chr19	12881467	12881468	DNASE2	ENSG00000105612	True	4.55970744718e-05	0.0	0.0	0.0	0.99952183726	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1299	False	H3K27ac	1	2.104663	0.842196729998909	3.735794	0.870555962530588	0.534895	0.286561511245499	0	0.758233	0	0.109616	1	2.165832	0.997464722811872	1.0	0.0025417211557928	True
chr19	12883611	12884131	DNASE2|chr19:12994425-12994945:*	-0.12889915	chr19	12881467	12881468	DNASE2	ENSG00000105612	True	0.043504455512	0.0	0.0	0.0	0.999994176063	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	2349	False	High H3K27ac	1	9.436795	0.967907853925404	18.088292	0.980836671394504	4.706946	0.905601708256051	0	0.649914	0	0.412145	1	1.875604	0.997464722811872	1.0	0.0025417211557928	True
chr19	12782291	12783171	JUNB|chr19:12893105-12893985:*	-0.12810479	chr19	12791496	12791497	JUNB	ENSG00000171223	True	0.00894145385278	0.0	0.0	0.0	0.999999886652	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	8763	False	High H3K27ac	1	8.329928	0.961361617232189	10.559345	0.955064760984429	9.824529	0.967066194921991	1	1.624784	0	0.158049	1	1.956115	0.992731833711333	0.347164250728193	0.0025417211557928	True
chr19	12784451	12784971	JUNB|chr19:12895265-12895785:*	-0.27578786	chr19	12791496	12791497	JUNB	ENSG00000171223	True	0.00168953487189	0.0	0.0	0.0	0.97437037705	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	6783	False	High H3K27ac	1	14.325525	0.983727925934008	23.007408	0.988372636730622	8.195736	0.956085662183014	0	0.541595	0	0.485886	1	5.807879	0.99487854060387	0.493746730865047	0.0025417211557928	True
chr19	12789831	12790351	JUNB|chr19:12900645-12901165:*	-0.31210061	chr19	12791496	12791497	JUNB	ENSG00000171223	True	9.24454053369e-13	0.0	0.0	0.0	0.999980729654	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1403	False	H3K27ac	1	1.906868	0.830304400006235	3.927708	0.875831917579763	18.864342	0.991279477547967	0	0.108319	0	0.082554	1	0.201592	0.997464722811872	1.0	0.0025417211557928	True
chr19	12847511	12848011	KLF1|chr19:12958325-12958825:*	-0.05778445	chr19	12887198	12887199	KLF1	ENSG00000105610	True	2.86324342249e-06	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	39441	False	CTCF element	0	0.317648	0.426167801867236	0.516423	0.469489861126264	6.28658	0.935550741127511	1	14.62306	0	0.201607	1	1.278481	0.945227047135278	0.0438629552922785	0.0025417211557928	True
chr19	12867151	12867931	KLF1|chr19:12977965-12978745:*	-0.02608724	chr19	12887198	12887199	KLF1	ENSG00000105610	True	0.04307847229	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	19661	False	H3K27ac	1	2.818881	0.876346264748515	3.534079	0.864220140588226	7.818571	0.95254757711311	1	3.574526	0	0.430395	1	0.961094	0.978238847852594	0.114259132887951	0.0025417211557928	True
chr19	12888891	12889391	KLF1|chr19:12999705-13000205:*	-0.16929371	chr19	12887198	12887199	KLF1	ENSG00000105610	True	8.06657757093e-10	0.0	0.0	0.0	0.999999990265	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1937	False	H3K27ac	1	1.707113	0.815536401751898	2.144614	0.802093237114045	0.416599	0.158130581835752	0	0.433276	0	0.128178	1	1.675737	0.997464722811872	1.0	0.0025417211557928	True
chr19	13104331	13104911	LYL1|chr19:13215145-13215725:*	-0.217298773	chr19	13103160	13103161	LYL1	ENSG00000104903	True	1.75788152095e-19	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1460	False	H3K27ac	1	3.252461	0.890210258888075	4.682857	0.892906684954566	4.335898	0.894730279461962	1	14.189784	0	0.208666	1	1.82178	0.997464722811872	1.0	0.0025417211557928	True
chr19	12885011	12885511	RAD23A|chr19:12995825-12996325:*	-0.084440547	chr19	12945855	12945856	RAD23A	ENSG00000179262	True	0.0333687314854	0.0	0.0	0.0	0.999999999732	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	60551	True	High H3K27ac	1	6.465952	0.94624292772643	13.732884	0.969630137626833	28.980686	0.997669851462772	0	3.357888	0	0.022812	1	0.371968	0.905397564551009	0.024325675478656	0.0025417211557928	True
chr19	13839483	13839983	DDX39A|chr19:13950297-13950797:.	-0.124000113115799	chr19	14419382	14419383	DDX39A	ENSG00000123136	True	0.0310492102699706	0.3	0.4	0.55	0.65	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	579649	True	High H3K27ac	1	10.123804	0.971126420299568	19.928	0.984133169157873	5.748025	0.92702504714849	0	0.649914	0	0.158049	1	0.421886	0.75846386708418	0.0010886667372076	0.0003466906798739	False
chr19	17398833	17399622	BST2|chr19:17509642-17510431:.	-0.123782483000557	chr19	17405647	17405648	BST2	ENSG00000130303	True	9.6649939187618e-09	0.7	0.7	0.95	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	6420	False	H3K27ac	1	1.512259	0.799552673825964	1.512259	0.747346436197572	3.321596	0.855125547468009	0	0.108319	0	0.176299	1	2.133797	0.999349413204975	0.532542514150136	0.0003466906798739	False
chr19	18291477	18292285	JUND|chr19:18402287-18403095:.	-0.0648559394491171	chr19	18281621	18281622	JUND	ENSG00000130522	True	0.0216815200292287	0.1	0.3	0.35	0.6	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	10224	False	High H3K27ac	1	22.400064	0.993812247697127	29.336606	0.993336866222977	21.124148	0.993516108418149	0	1.08319	0	0.192482	1	0.659405	0.998766984848987	0.28082639919583	0.0003466906798739	False
chr19	21128683	21129183	ZNF431|chr19:21311486-21311986:.	-0.0709672253022701	chr19	21142024	21142025	ZNF431	ENSG00000196705	True	0.0002758319629053	0.05	0.05	0.25	0.35	0.95	True	K562	Gasperini et al., 2019	True	Gasperini2019	13075	False	High H3K27ac	1	3.376235	0.894036690098038	5.133101	0.901408999516825	2.138637	0.766743558970682	0	0.433276	0	0.196733	1	0.897745	0.998271548611951	0.200232094625282	0.0003466906798739	False
chr19	43774607	43774646	KCNN4|chr19:44278759-44278798:*	-0.72	chr19	43781260	43781261	KCNN4	ENSG00000104783	True	0.0	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Wakabayashi et al., 2016	True	Nasser2021	6630	False	High H3K27ac	1	0.158824	0.230536635546065	5.842418	0.912420704811484	7.028256	0.944894714693184	1	1.949741	0	0.0	1	0.045862	0.995035949691248	0.509483942909664	0.0025417211557928	True
chr19	43785250	43785750	KCNN4|chr19:44289402-44289902:.	-0.0359817477550523	chr19	43781256	43781257	KCNN4	ENSG00000104783	True	0.0005040557211349	0.05	0.1	0.2	0.55	0.95	True	K562	Gasperini et al., 2019	True	Gasperini2019	4242	False	H3K27ac	1	3.57207	0.899258093174769	4.841681	0.896296700384981	5.129717	0.915234027961782	1	21.338835	0	0.186984	1	1.680252	0.999631927022853	0.941560760829803	0.0003466906798739	False
chr19	48877968	48878928	FTL|chr19:49381225-49382185:*	-0.17769814	chr19	48965301	48965302	FTL	ENSG00000087086	True	6.30536188752e-07	0.0	0.0	0.0	0.999999984174	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	86859	False	High H3K27ac	1	9.6716	0.969092411041319	11.300771	0.95917174519553	26.350248	0.996602191430664	0	0.758233	0	0.48764	1	4.784469	0.853523041918971	0.0148106405336604	0.0025417211557928	True
chr19	48962248	48962768	FTL|chr19:49465505-49466025:*	-0.66860003	chr19	48965301	48965302	FTL	ENSG00000087086	True	1.30627379471e-175	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	2799	False	High H3K27ac	1	15.403967	0.985832073442541	20.636337	0.985193036051061	8.520866	0.958493742109447	0	0.216638	0	0.096241	1	1.701977	0.997464722811872	1.0	0.0025417211557928	True
chr19	48963708	48964208	FTL|chr19:49466965-49467465:*	-0.90069307	chr19	48965301	48965302	FTL	ENSG00000087086	True	1.3533719056999998e-259	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1349	False	High H3K27ac	1	31.609152	0.997210056266463	59.624907	0.999119375301984	10.903625	0.972373322526847	0	0.216638	0	0.105054	1	1.044706	0.997464722811872	1.0	0.0025417211557928	True
chr19	48970828	48971348	FTL|chr19:49474085-49474605:*	-0.10955949	chr19	48965301	48965302	FTL	ENSG00000087086	True	3.19643135576e-07	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	5779	False	H3K27ac	1	1.429416	0.789889181564551	1.708093	0.767780046447108	6.235277	0.934662323290575	1	17.439353	0	0.21467	1	1.936622	0.995886992148386	0.615429663167171	0.0025417211557928	True
chr19	48812108	48812648	BCAT2|chr19:49315365-49315905:*	-0.06848122	chr19	48811028	48811029	BCAT2	ENSG00000105552	True	0.0303639723826	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	1314	False	H3K27ac	1	2.180644	0.846140058292679	3.371334	0.858967564955813	10.551458	0.970565314297293	0	0.108319	0	0.139799	1	0.797549	0.997464722811872	1.0	0.0025417211557928	True
chr19	48720508	48721048	FUT1|chr19:49223765-49224305:*	-0.1070593	chr19	48755389	48755390	FUT1	ENSG00000174951	True	0.0123187721824	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	34611	False	High H3K27ac	1	6.308108	0.94483236958182	8.845371	0.944138780217896	20.699863	0.99305631322184	0	0.541595	0	0.08462	1	0.686876	0.953817971527787	0.0524952973528724	0.0025417211557928	True
chr19	48780788	48781428	FUT1|chr19:49284045-49284685:*	-0.1789663	chr19	48755389	48755390	FUT1	ENSG00000174951	True	0.0177719748379	0.0	0.0	0.0	0.996227715609	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	25717	False	High H3K27ac	1	13.195134	0.981047086145358	16.891957	0.978210383578298	8.116404	0.955314141429885	0	0.866552	0	0.286033	1	2.223663	0.968821593762481	0.0789801224057372	0.0025417211557928	True
chr19	48877968	48878928	NUCB1|chr19:49381225-49382185:*	-0.1061094215	chr19	48900050	48900051	NUCB1	ENSG00000104805	True	1.11996130045e-05	0.0	0.0	0.0	1.0	0.0	True	K562	Nasser et al., 2021 from Fulco et al., 2019	True	Nasser2021	21600	False	High H3K27ac	1	9.6716	0.969092411041319	11.300771	0.95917174519553	26.350248	0.996602191430664	0	0.758233	0	0.48764	1	4.784469	0.975308084464982	0.100395661413342	0.0025417211557928	True
chr19	50728300	50728800	CLEC11A|chr19:51231557-51232057:.	-0.0625957189038063	chr19	50723329	50723330	CLEC11A	ENSG00000105472	True	3.60659833081174e-07	0.05	0.2	0.4	0.45	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5202	False	H3K27ac	1	1.22672	0.763602923985723	2.851971	0.839266509764803	23.519094	0.995238392119578	0	0.324957	0	0.159491	1	1.069287	0.999512776830029	0.711217744759946	0.0003466906798739	False
